gene,kegg_id,alia
CXCR4,hsa:7852,WHIM
CXCR4,hsa:7852,WHIMS
CXCR4,hsa:7852,WHIMS1
CXCR4,hsa:7852,C-X-C motif chemokine receptor 4
CCKAR,hsa:886,CCK-A
CCKAR,hsa:886,CCK1-R
CCKAR,hsa:886,CCK1R
CCKAR,hsa:886,CCKRA
CCKAR,hsa:886,cholecystokinin A receptor
CCKBR,hsa:887,CCK-B
CCKBR,hsa:887,CCK2R
CCKBR,hsa:887,GASR
CCKBR,hsa:887,cholecystokinin B receptor
GNA15,hsa:2769,GNA16
GNA15,hsa:2769,HG1L
GNA15,hsa:2769,G protein subunit alpha 15
GNA14,hsa:9630,HG1I
GNA14,hsa:9630,G protein subunit alpha 14
CAMK1D,hsa:57118,CKLiK
CAMK1D,hsa:57118,CaM-K1
CAMK1D,hsa:57118,CaMKID
CAMK1D,hsa:57118,calcium/calmodulin dependent protein kinase ID
CAMK1G,hsa:57172,CLICK3
CAMK1G,hsa:57172,CLICKIII
CAMK1G,hsa:57172,VWS1
CAMK1G,hsa:57172,dJ272L16.1
CAMK1G,hsa:57172,calcium/calmodulin dependent protein kinase IG
CAMK4,hsa:814,CaMK_IV
CAMK4,hsa:814,CaMK-GR
CAMK4,hsa:814,CaMKIV
CAMK4,hsa:814,caMK
CAMK4,hsa:814,calcium/calmodulin dependent protein kinase IV
CAMK2A,hsa:815,CAMKA
CAMK2A,hsa:815,CaMKIINalpha
CAMK2A,hsa:815,CaMKIIalpha
CAMK2A,hsa:815,MRD53
CAMK2A,hsa:815,MRT63
CAMK2A,hsa:815,calcium/calmodulin dependent protein kinase II alpha
CAMK2B,hsa:816,CAM2
CAMK2B,hsa:816,CAMK2
CAMK2B,hsa:816,CAMKB
CAMK2B,hsa:816,CaMKIIbeta
CAMK2B,hsa:816,MRD54
CAMK2B,hsa:816,calcium/calmodulin dependent protein kinase II beta
CAMK2D,hsa:817,CAMKD
CAMK2D,hsa:817,calcium/calmodulin dependent protein kinase II delta
CAMK2G,hsa:818,CAMK
CAMK2G,hsa:818,CAMK-II
CAMK2G,hsa:818,CAMKG
CAMK2G,hsa:818,MRD59
CAMK2G,hsa:818,calcium/calmodulin dependent protein kinase II gamma
CAMK1,hsa:8536,CAMKI
CAMK1,hsa:8536,calcium/calmodulin dependent protein kinase I
IGH,hsa:102723407,IGH@
IGH,hsa:102723407,IGHV4
IGH,hsa:102723407,IGHV4-30
IGH,hsa:102723407,IGHV4-38-2
IGH,hsa:102723407,IGHV4-b
IGH,hsa:102723407,IGVH
IGH,hsa:102723407,IGVH4-39
IGH,hsa:102723407,IGVH4-b
IGH,hsa:102723407,IGVH4b
IGH,hsa:102723407,IgA
IGH,hsa:102723407,IgT
IGH,hsa:102723407,ighv
IGH,hsa:102723407,immunoglobulin heavy variable 4-38-2-like
ORAI2,hsa:80228,C7orf19
ORAI2,hsa:80228,CBCIP2
ORAI2,hsa:80228,MEM142B
ORAI2,hsa:80228,TMEM142B
ORAI2,hsa:80228,ORAI calcium release-activated calcium modulator 2
ORAI1,hsa:84876,CRACM1
ORAI1,hsa:84876,IMD9
ORAI1,hsa:84876,ORAT1
ORAI1,hsa:84876,TAM2
ORAI1,hsa:84876,TMEM142A
ORAI1,hsa:84876,ORAI calcium release-activated calcium modulator 1
ORAI3,hsa:93129,TMEM142C
ORAI3,hsa:93129,ORAI calcium release-activated calcium modulator 3
STIM1,hsa:6786,D11S4896E
STIM1,hsa:6786,GOK
STIM1,hsa:6786,IMD10
STIM1,hsa:6786,STRMK
STIM1,hsa:6786,TAM
STIM1,hsa:6786,TAM1
STIM1,hsa:6786,stromal interaction molecule 1
TRDN,hsa:10345,CARDAR
TRDN,hsa:10345,CPVT5
TRDN,hsa:10345,TDN
TRDN,hsa:10345,TRISK
TRDN,hsa:10345,triadin
ATP2A2,hsa:488,ATP2B
ATP2A2,hsa:488,DAR
ATP2A2,hsa:488,DD
ATP2A2,hsa:488,SERCA2
ATP2A2,hsa:488,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
ATP2A3,hsa:489,SERCA3
ATP2A3,hsa:489,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
GDNF,hsa:2668,ATF
GDNF,hsa:2668,ATF1
GDNF,hsa:2668,ATF2
GDNF,hsa:2668,HFB1-GDNF
GDNF,hsa:2668,HSCR3
GDNF,hsa:2668,glial cell derived neurotrophic factor
MST1,hsa:4485,D3F15S2
MST1,hsa:4485,DNF15S2
MST1,hsa:4485,HGFL
MST1,hsa:4485,MSP
MST1,hsa:4485,NF15S2
MST1,hsa:4485,macrophage stimulating 1
ADRA2A,hsa:150,ADRA2
ADRA2A,hsa:150,ADRA2R
ADRA2A,hsa:150,ADRAR
ADRA2A,hsa:150,ALPHA2AAR
ADRA2A,hsa:150,ZNF32
ADRA2A,hsa:150,adrenoceptor alpha 2A
ADRA2B,hsa:151,ADRA2L1
ADRA2B,hsa:151,ADRA2RL1
ADRA2B,hsa:151,ADRARL1
ADRA2B,hsa:151,ALPHA2BAR
ADRA2B,hsa:151,FAME2
ADRA2B,hsa:151,alpha-2BAR
ADRA2B,hsa:151,adrenoceptor alpha 2B
ADRA2C,hsa:152,ADRA2L2
ADRA2C,hsa:152,ADRA2RL2
ADRA2C,hsa:152,ADRARL2
ADRA2C,hsa:152,ALPHA2CAR
ADRA2C,hsa:152,adrenoceptor alpha 2C
D-myo-Inositol 1,cpd:C01245,"D-myo-Inositol 1,4,5-trisphosphate"
D-myo-Inositol 1,cpd:C01245,"1D-myo-Inositol 1,4,5-trisphosphate"
D-myo-Inositol 1,cpd:C01245,"Inositol 1,4,5-trisphosphate"
PRKG1,hsa:5592,AAT8
PRKG1,hsa:5592,PKG
PRKG1,hsa:5592,PKG1
PRKG1,hsa:5592,PRKG1B
PRKG1,hsa:5592,PRKGR1B
PRKG1,hsa:5592,cGK
PRKG1,hsa:5592,cGK_1
PRKG1,hsa:5592,cGK1
PRKG1,hsa:5592,cGKI
PRKG1,hsa:5592,cGKI-BETA
PRKG1,hsa:5592,cGKI-alpha
PRKG1,hsa:5592,protein kinase cGMP-dependent 1
SLC8A2,hsa:6543,NCX2
SLC8A2,hsa:6543,solute carrier family 8 member A2
PRKG2,hsa:5593,AMD4
PRKG2,hsa:5593,PKG2
PRKG2,hsa:5593,PRKGR2
PRKG2,hsa:5593,SMDP
PRKG2,hsa:5593,cGK2
PRKG2,hsa:5593,cGKII
PRKG2,hsa:5593,protein kinase cGMP-dependent 2
3',cpd:C00942,"3',5'-Cyclic GMP"
3',cpd:C00942,"Guanosine 3',5'-cyclic monophosphate"
3',cpd:C00942,"Guanosine 3',5'-cyclic phosphate"
3',cpd:C00942,Cyclic GMP
3',cpd:C00942,cGMP
PRKCE,hsa:5581,PKCE
PRKCE,hsa:5581,nPKC-epsilon
PRKCE,hsa:5581,protein kinase C epsilon
KCNJ8,hsa:3764,KIR6.1
KCNJ8,hsa:3764,uKATP-1
KCNJ8,hsa:3764,potassium inwardly rectifying channel subfamily J member 8
ADORA1,hsa:134,RDC7
ADORA1,hsa:134,adenosine A1 receptor
ADORA3,hsa:140,A3AR
ADORA3,hsa:140,adenosine A3 receptor
OPRD1,hsa:4985,DOP
OPRD1,hsa:4985,DOR
OPRD1,hsa:4985,DOR1
OPRD1,hsa:4985,OPRD
OPRD1,hsa:4985,opioid receptor delta 1
GNAI2,hsa:2771,GIP
GNAI2,hsa:2771,GNAI2B
GNAI2,hsa:2771,HG1C
GNAI2,hsa:2771,H_LUCA15.1
GNAI2,hsa:2771,H_LUCA16.1
GNAI2,hsa:2771,G protein subunit alpha i2
PIK3R6,hsa:146850,C17orf38
PIK3R6,hsa:146850,HsT41028
PIK3R6,hsa:146850,p84_PIKAP
PIK3R6,hsa:146850,p87(PIKAP)
PIK3R6,hsa:146850,p87PIKAP
PIK3R6,hsa:146850,phosphoinositide-3-kinase regulatory subunit 6
GNAI3,hsa:2773,87U6
GNAI3,hsa:2773,ARCND1
GNAI3,hsa:2773,HG1A
GNAI3,hsa:2773,G protein subunit alpha i3
IRS1,hsa:3667,HIRS-1
IRS1,hsa:3667,insulin receptor substrate 1
IRS4,hsa:8471,CHNG9
IRS4,hsa:8471,IRS-4
IRS4,hsa:8471,PY160
IRS4,hsa:8471,insulin receptor substrate 4
IRS2,hsa:8660,IRS-2
IRS2,hsa:8660,insulin receptor substrate 2
PIK3R5,hsa:23533,F730038I15Rik
PIK3R5,hsa:23533,FOAP-2
PIK3R5,hsa:23533,P101-PI3K
PIK3R5,hsa:23533,p101
PIK3R5,hsa:23533,phosphoinositide-3-kinase regulatory subunit 5
GNA13,hsa:10672,G13
GNA13,hsa:10672,HG1N
GNA13,hsa:10672,G protein subunit alpha 13
MYLK4,hsa:340156,SgK085
MYLK4,hsa:340156,myosin light chain kinase family member 4
MYL9,hsa:10398,LC20
MYL9,hsa:10398,MLC-2C
MYL9,hsa:10398,MLC2
MYL9,hsa:10398,MMIHS4
MYL9,hsa:10398,MRLC1
MYL9,hsa:10398,MYRL2
MYL9,hsa:10398,myosin light chain 9
MYLK,hsa:4638,AAT7
MYLK,hsa:4638,KRP
MYLK,hsa:4638,MLCK
MYLK,hsa:4638,MLCK1
MYLK,hsa:4638,MLCK108
MYLK,hsa:4638,MLCK210
MYLK,hsa:4638,MMIHS
MYLK,hsa:4638,MMIHS1
MYLK,hsa:4638,MSTP083
MYLK,hsa:4638,MYLK-L
MYLK,hsa:4638,MYLK1
MYLK,hsa:4638,smMLCK
MYLK,hsa:4638,myosin light chain kinase
MYLK2,hsa:85366,KMLC
MYLK2,hsa:85366,MLCK
MYLK2,hsa:85366,MLCK2
MYLK2,hsa:85366,skMLCK
MYLK2,hsa:85366,myosin light chain kinase 2
MYLK3,hsa:91807,MLCK
MYLK3,hsa:91807,MLCK2
MYLK3,hsa:91807,caMLCK
MYLK3,hsa:91807,myosin light chain kinase 3
ROCK1,hsa:6093,P160ROCK
ROCK1,hsa:6093,ROCK-I
ROCK1,hsa:6093,Rho associated coiled-coil containing protein kinase 1
PPP1R12A,hsa:4659,GUBS
PPP1R12A,hsa:4659,M130
PPP1R12A,hsa:4659,MBS
PPP1R12A,hsa:4659,MYPT1
PPP1R12A,hsa:4659,protein phosphatase 1 regulatory subunit 12A
ROCK2,hsa:9475,ROCK-II
ROCK2,hsa:9475,Rho associated coiled-coil containing protein kinase 2
PPP1CA,hsa:5499,PP-1A
PPP1CA,hsa:5499,PP1A
PPP1CA,hsa:5499,PP1alpha
PPP1CA,hsa:5499,PPP1A
PPP1CA,hsa:5499,protein phosphatase 1 catalytic subunit alpha
PPP1CB,hsa:5500,HEL-S-80p
PPP1CB,hsa:5500,MP
PPP1CB,hsa:5500,NSLH2
PPP1CB,hsa:5500,PP-1B
PPP1CB,hsa:5500,PP1B
PPP1CB,hsa:5500,PP1beta
PPP1CB,hsa:5500,PP1c
PPP1CB,hsa:5500,PPP1CD
PPP1CB,hsa:5500,PPP1beta
PPP1CB,hsa:5500,protein phosphatase 1 catalytic subunit beta
PPP1CC,hsa:5501,PP-1G
PPP1CC,hsa:5501,PP1C
PPP1CC,hsa:5501,PPP1G
PPP1CC,hsa:5501,protein phosphatase 1 catalytic subunit gamma
KCNU1,hsa:157855,KCNMC1
KCNU1,hsa:157855,KCa5
KCNU1,hsa:157855,KCa5.1
KCNU1,hsa:157855,Kcnma3
KCNU1,hsa:157855,Slo3
KCNU1,hsa:157855,potassium calcium-activated channel subfamily U member 1
KCNMB3,hsa:27094,BKBETA3
KCNMB3,hsa:27094,HBETA3
KCNMB3,hsa:27094,K(VCA)BETA-3
KCNMB3,hsa:27094,KCNMB2
KCNMB3,hsa:27094,KCNMBL
KCNMB3,hsa:27094,SLO-BETA-3
KCNMB3,hsa:27094,SLOBETA3
KCNMB3,hsa:27094,potassium calcium-activated channel subfamily M regulatory beta subunit 3
KCNMA1,hsa:3778,BKTM
KCNMA1,hsa:3778,CADEDS
KCNMA1,hsa:3778,IEG16
KCNMA1,hsa:3778,KCa1.1
KCNMA1,hsa:3778,LIWAS
KCNMA1,hsa:3778,MaxiK
KCNMA1,hsa:3778,PNKD3
KCNMA1,hsa:3778,SAKCA
KCNMA1,hsa:3778,SLO
KCNMA1,hsa:3778,SLO-ALPHA
KCNMA1,hsa:3778,SLO1
KCNMA1,hsa:3778,bA205K10.1
KCNMA1,hsa:3778,hSlo
KCNMA1,hsa:3778,mSLO1
KCNMA1,hsa:3778,potassium calcium-activated channel subfamily M alpha 1
KCNMB1,hsa:3779,BKbeta1
KCNMB1,hsa:3779,K(VCA)beta
KCNMB1,hsa:3779,SLO-BETA
KCNMB1,hsa:3779,hbeta1
KCNMB1,hsa:3779,hslo-beta
KCNMB1,hsa:3779,k(VCA)beta-1
KCNMB1,hsa:3779,slo-beta-1
KCNMB1,hsa:3779,potassium calcium-activated channel subfamily M regulatory beta subunit 1
IRAG1,hsa:10335,IRAG
IRAG1,hsa:10335,JAW1L
IRAG1,hsa:10335,MRVI1
NFATC2,hsa:4773,NFAT1
NFATC2,hsa:4773,NFATP
NFATC2,hsa:4773,nuclear factor of activated T cells 2
MEF2B,hsa:100271849,RSRFR2
MEF2B,hsa:100271849,myocyte enhancer factor 2B
NFATC3,hsa:4775,NF-AT4c
NFATC3,hsa:4775,NFAT4
NFATC3,hsa:4775,NFATX
NFATC3,hsa:4775,nuclear factor of activated T cells 3
NFATC4,hsa:4776,NF-AT3
NFATC4,hsa:4776,NF-ATC4
NFATC4,hsa:4776,NFAT3
NFATC4,hsa:4776,nuclear factor of activated T cells 4
RGS2,hsa:5997,G0S8
RGS2,hsa:5997,regulator of G protein signaling 2
NPPA,hsa:4878,ANF
NPPA,hsa:4878,ANP
NPPA,hsa:4878,ATFB6
NPPA,hsa:4878,ATRST2
NPPA,hsa:4878,CDD
NPPA,hsa:4878,CDD-ANF
NPPA,hsa:4878,CDP
NPPA,hsa:4878,PND
NPPA,hsa:4878,natriuretic peptide A
NPPB,hsa:4879,BNP
NPPB,hsa:4879,Iso-ANP
NPPB,hsa:4879,natriuretic peptide B
NPPC,hsa:4880,CNP
NPPC,hsa:4880,CNP2
NPPC,hsa:4880,natriuretic peptide C
KNG1,hsa:3827,BDK
KNG1,hsa:3827,BK
KNG1,hsa:3827,HAE6
KNG1,hsa:3827,HK
KNG1,hsa:3827,HMWK
KNG1,hsa:3827,KNG
KNG1,hsa:3827,kininogen 1
Prostaglandin I2; (5Z,cpd:C01312,Prostaglandin I2
Prostaglandin I2; (5Z,cpd:C01312,"(5Z,13E)-(15S)-6,9alpha-Epoxy-11alpha,15-dihydroxyprosta-5,13-dienoate"
Prostaglandin I2; (5Z,cpd:C01312,Prostacyclin
Prostaglandin I2; (5Z,cpd:C01312,PGI2
Prostaglandin I2; (5Z,cpd:C01312,Epoprostenol
ADCYAP1R1,hsa:117,PAC1
ADCYAP1R1,hsa:117,PAC1R
ADCYAP1R1,hsa:117,PACAPR
ADCYAP1R1,hsa:117,PACAPRI
ADCYAP1R1,hsa:117,ADCYAP receptor type I
CRHR1,hsa:1394,CRF-R
CRHR1,hsa:1394,CRF-R-1
CRHR1,hsa:1394,CRF-R1
CRHR1,hsa:1394,CRF1
CRHR1,hsa:1394,CRFR-1
CRHR1,hsa:1394,CRFR1
CRHR1,hsa:1394,CRH-R-1
CRHR1,hsa:1394,CRH-R1
CRHR1,hsa:1394,CRHR
CRHR1,hsa:1394,CRHR1L
CRHR1,hsa:1394,corticotropin releasing hormone receptor 1
CRHR2,hsa:1395,CRF-RB
CRHR2,hsa:1395,CRF2
CRHR2,hsa:1395,CRFR2
CRHR2,hsa:1395,HM-CRF
CRHR2,hsa:1395,corticotropin releasing hormone receptor 2
GPR119,hsa:139760,GPCR2
GPR119,hsa:139760,G protein-coupled receptor 119
FSHR,hsa:2492,FSHR1
FSHR,hsa:2492,FSHRO
FSHR,hsa:2492,LGR1
FSHR,hsa:2492,ODG1
FSHR,hsa:2492,follicle stimulating hormone receptor
GIPR,hsa:2696,PGQTL2
GIPR,hsa:2696,gastric inhibitory polypeptide receptor
GLP1R,hsa:2740,GLP-1
GLP1R,hsa:2740,GLP-1-R
GLP1R,hsa:2740,GLP-1R
GLP1R,hsa:2740,glucagon like peptide 1 receptor
MC2R,hsa:4158,ACTHR
MC2R,hsa:4158,melanocortin 2 receptor
PTGER2,hsa:5732,EP2
PTGER2,hsa:5732,prostaglandin E receptor 2
TSHR,hsa:7253,CHNG1
TSHR,hsa:7253,LGR3
TSHR,hsa:7253,hTSHR-I
TSHR,hsa:7253,thyroid stimulating hormone receptor
VIPR2,hsa:7434,C16DUPq36.3
VIPR2,hsa:7434,DUP7q36.3
VIPR2,hsa:7434,PACAP-R-3
VIPR2,hsa:7434,PACAP-R3
VIPR2,hsa:7434,VIP-R-2
VIPR2,hsa:7434,VPAC2
VIPR2,hsa:7434,VPAC2R
VIPR2,hsa:7434,VPCAP2R
VIPR2,hsa:7434,vasoactive intestinal peptide receptor 2
CGA,hsa:1081,CG-ALPHA
CGA,hsa:1081,FSHA
CGA,hsa:1081,GPA1
CGA,hsa:1081,GPHA1
CGA,hsa:1081,GPHa
CGA,hsa:1081,HCG
CGA,hsa:1081,LHA
CGA,hsa:1081,TSHA
CGA,hsa:1081,glycoprotein hormones
CGA,hsa:1081,alpha polypeptide
FSHB,hsa:2488,HH24
FSHB,hsa:2488,follicle stimulating hormone subunit beta
L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,cpd:C00788,L-Adrenaline
L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,cpd:C00788,(R)-(-)-Adrenaline
L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,cpd:C00788,(R)-(-)-Epinephrine
L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,cpd:C00788,(R)-(-)-Epirenamine
L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,cpd:C00788,(R)-(-)-Adnephrine
L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,cpd:C00547,L-Noradrenaline
L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,cpd:C00547,Noradrenaline
L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,cpd:C00547,Norepinephrine
L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,cpd:C00547,Arterenol
Dopamine; 4-(2-Aminoethyl)-1,cpd:C03758,Dopamine
Dopamine; 4-(2-Aminoethyl)-1,cpd:C03758,"4-(2-Aminoethyl)-1,2-benzenediol"
Dopamine; 4-(2-Aminoethyl)-1,cpd:C03758,"4-(2-Aminoethyl)benzene-1,2-diol"
Dopamine; 4-(2-Aminoethyl)-1,cpd:C03758,"3,4-Dihydroxyphenethylamine"
Prostaglandin E2; (5Z,cpd:C00584,Prostaglandin E2
Prostaglandin E2; (5Z,cpd:C00584,"(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate"
Prostaglandin E2; (5Z,cpd:C00584,Dinoprostone
Prostaglandin E2; (5Z,cpd:C00584,PGE2
GABBR1,hsa:2550,GABABR1
GABBR1,hsa:2550,GABBR1-3
GABBR1,hsa:2550,GB1
GABBR1,hsa:2550,GPRC3A
GABBR1,hsa:2550,gamma-aminobutyric acid type B receptor subunit 1
GHSR,hsa:2693,GHDP
GHSR,hsa:2693,growth hormone secretagogue receptor
HCAR1,hsa:27198,FKSG80
HCAR1,hsa:27198,GPR104
HCAR1,hsa:27198,GPR81
HCAR1,hsa:27198,HCA1
HCAR1,hsa:27198,LACR1
HCAR1,hsa:27198,TA-GPCR
HCAR1,hsa:27198,TAGPCR
HCAR1,hsa:27198,hydroxycarboxylic acid receptor 1
FFAR2,hsa:2867,FFA2R
FFAR2,hsa:2867,GPR43
FFAR2,hsa:2867,free fatty acid receptor 2
HTR1A,hsa:3350,5-HT-1A
HTR1A,hsa:3350,5-HT1A
HTR1A,hsa:3350,5HT1a
HTR1A,hsa:3350,ADRB2RL1
HTR1A,hsa:3350,ADRBRL1
HTR1A,hsa:3350,G-21
HTR1A,hsa:3350,PFMCD
HTR1A,hsa:3350,5-hydroxytryptamine receptor 1A
HTR1B,hsa:3351,5-HT-1B
HTR1B,hsa:3351,5-HT-1D-beta
HTR1B,hsa:3351,5-HT1B
HTR1B,hsa:3351,5-HT1DB
HTR1B,hsa:3351,HTR1D2
HTR1B,hsa:3351,HTR1DB
HTR1B,hsa:3351,S12
HTR1B,hsa:3351,5-hydroxytryptamine receptor 1B
HTR1D,hsa:3352,5-HT1D
HTR1D,hsa:3352,HT1DA
HTR1D,hsa:3352,HTR1DA
HTR1D,hsa:3352,HTRL
HTR1D,hsa:3352,RDC4
HTR1D,hsa:3352,5-hydroxytryptamine receptor 1D
HTR1E,hsa:3354,5-HT1E
HTR1E,hsa:3354,5-hydroxytryptamine receptor 1E
HTR1F,hsa:3355,5-HT-1F
HTR1F,hsa:3355,5-HT1F
HTR1F,hsa:3355,5HT6
HTR1F,hsa:3355,HTR1EL
HTR1F,hsa:3355,MR77
HTR1F,hsa:3355,5-hydroxytryptamine receptor 1F
HCAR2,hsa:338442,GPR109A
HCAR2,hsa:338442,HCA2
HCAR2,hsa:338442,HM74a
HCAR2,hsa:338442,HM74b
HCAR2,hsa:338442,NIACR1
HCAR2,hsa:338442,PUMAG
HCAR2,hsa:338442,Puma-g
HCAR2,hsa:338442,hydroxycarboxylic acid receptor 2
NPY1R,hsa:4886,NPY1-R
NPY1R,hsa:4886,NPYR
NPY1R,hsa:4886,neuropeptide Y receptor Y1
SUCNR1,hsa:56670,GPR91
SUCNR1,hsa:56670,succinate receptor 1
SSTR1,hsa:6751,SRIF-2
SSTR1,hsa:6751,SS-1-R
SSTR1,hsa:6751,SS1-R
SSTR1,hsa:6751,SS1R
SSTR1,hsa:6751,somatostatin receptor 1
SSTR5,hsa:6755,SS-5-R
SSTR5,hsa:6755,somatostatin receptor 5
HCAR3,hsa:8843,GPR109B
HCAR3,hsa:8843,HCA3
HCAR3,hsa:8843,HM74
HCAR3,hsa:8843,PUMAG
HCAR3,hsa:8843,Puma-g
HCAR3,hsa:8843,hydroxycarboxylic acid receptor 3
GABBR2,hsa:9568,DEE59
GABBR2,hsa:9568,EIEE59
GABBR2,hsa:9568,GABABR2
GABBR2,hsa:9568,GPR51
GABBR2,hsa:9568,GPRC3B
GABBR2,hsa:9568,HG20
GABBR2,hsa:9568,HRIHFB2099
GABBR2,hsa:9568,NDPLHS
GABBR2,hsa:9568,gamma-aminobutyric acid type B receptor subunit 2
NPY,hsa:4852,PYY4
NPY,hsa:4852,neuropeptide Y
GHRL,hsa:51738,MTLRP
GHRL,hsa:51738,ghrelin and obestatin prepropeptide
VAV1,hsa:7409,VAV
VAV1,hsa:7409,vav guanine nucleotide exchange factor 1
VAV2,hsa:7410,VAV-2
VAV2,hsa:7410,vav guanine nucleotide exchange factor 2
PPP1R1B,hsa:84152,DARPP-32
PPP1R1B,hsa:84152,DARPP32
PPP1R1B,hsa:84152,protein phosphatase 1 regulatory inhibitor subunit 1B
FXYD1,hsa:5348,PLM
FXYD1,hsa:5348,FXYD domain containing ion transport regulator 1
CREB3,hsa:10488,LUMAN
CREB3,hsa:10488,LZIP
CREB3,hsa:10488,sLZIP
CREB3,hsa:10488,cAMP responsive element binding protein 3
CREB1,hsa:1385,CREB
CREB1,hsa:1385,CREB-1
CREB1,hsa:1385,cAMP responsive element binding protein 1
CREB3L4,hsa:148327,AIBZIP
CREB3L4,hsa:148327,ATCE1
CREB3L4,hsa:148327,CREB3
CREB3L4,hsa:148327,CREB4
CREB3L4,hsa:148327,JAL
CREB3L4,hsa:148327,hJAL
CREB3L4,hsa:148327,cAMP responsive element binding protein 3 like 4
CREB3L2,hsa:64764,BBF2H7
CREB3L2,hsa:64764,cAMP responsive element binding protein 3 like 2
CREB3L3,hsa:84699,CREB-H
CREB3L3,hsa:84699,CREBH
CREB3L3,hsa:84699,HYST1481
CREB3L3,hsa:84699,HYTG2
CREB3L3,hsa:84699,cAMP responsive element binding protein 3 like 3
CREB3L1,hsa:90993,OASIS
CREB3L1,hsa:90993,OI16
CREB3L1,hsa:90993,cAMP responsive element binding protein 3 like 1
CREB5,hsa:9586,CRE-BPA
CREB5,hsa:9586,CREB-5
CREB5,hsa:9586,CREBPA
CREB5,hsa:9586,cAMP responsive element binding protein 5
GLI3,hsa:2737,ACLS
GLI3,hsa:2737,GCPS
GLI3,hsa:2737,GLI3-190
GLI3,hsa:2737,GLI3FL
GLI3,hsa:2737,PAP-A
GLI3,hsa:2737,PAPA
GLI3,hsa:2737,PAPA1
GLI3,hsa:2737,PAPB
GLI3,hsa:2737,PHS
GLI3,hsa:2737,PPDIV
GLI3,hsa:2737,GLI family zinc finger 3
GLI1,hsa:2735,GLI
GLI1,hsa:2735,PAPA8
GLI1,hsa:2735,PPD1
GLI1,hsa:2735,GLI family zinc finger 1
SOX9,hsa:6662,CMD1
SOX9,hsa:6662,CMPD1
SOX9,hsa:6662,SRA1
SOX9,hsa:6662,SRXX2
SOX9,hsa:6662,SRXY10
SOX9,hsa:6662,SRY-box transcription factor 9
AMH,hsa:268,MIF
AMH,hsa:268,MIS
AMH,hsa:268,anti-Mullerian hormone
ADCYAP1,hsa:116,PACAP
ADCYAP1,hsa:116,adenylate cyclase activating polypeptide 1
VIP,hsa:7432,PHM27
VIP,hsa:7432,vasoactive intestinal peptide
TSHB,hsa:7252,TSH-B
TSHB,hsa:7252,TSH-BETA
TSHB,hsa:7252,thyroid stimulating hormone subunit beta
POMC,hsa:5443,ACTH
POMC,hsa:5443,CLIP
POMC,hsa:5443,LPH
POMC,hsa:5443,MSH
POMC,hsa:5443,NPP
POMC,hsa:5443,OBAIRH
POMC,hsa:5443,POC
POMC,hsa:5443,proopiomelanocortin
GCG,hsa:2641,GLP-1
GCG,hsa:2641,GLP1
GCG,hsa:2641,GLP2
GCG,hsa:2641,GRPP
GCG,hsa:2641,glucagon
EDN1,hsa:1906,ARCND3
EDN1,hsa:1906,ET1
EDN1,hsa:1906,HDLCQ7
EDN1,hsa:1906,PPET1
EDN1,hsa:1906,QME
EDN1,hsa:1906,endothelin 1
EDN2,hsa:1907,ET-2
EDN2,hsa:1907,ET2
EDN2,hsa:1907,PPET2
EDN2,hsa:1907,endothelin 2
EDN3,hsa:1908,ET-3
EDN3,hsa:1908,ET3
EDN3,hsa:1908,HSCR4
EDN3,hsa:1908,PPET3
EDN3,hsa:1908,WS4B
EDN3,hsa:1908,endothelin 3
SST,hsa:6750,SMST
SST,hsa:6750,SST1
SST,hsa:6750,somatostatin
OXT,hsa:5020,OT
OXT,hsa:5020,OT-NPI
OXT,hsa:5020,OXT-NPI
OXT,hsa:5020,oxytocin/neurophysin I prepropeptide
CRH,hsa:1392,CRF
CRH,hsa:1392,CRH1
